respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
66,28,Female,No religion,Separated,Yes,None,2,NA,,20260909002,-3.51993,-1.02691,-0.796683,-1.4812,-3.27289,-0.153856,-0.0906661,0.0516336,0.065606,-0.0512857,2.39675,0.718685,0.0743655,0.468235,2.60543,3.39809,0.81572,0.916629,0.977245,2.90459,-0.0152149,0.0224187,0.0351704,0.271521,-0.262485,-1.13972,-1.67262,-3.95886,-0.0868755
67,18,Female,No religion,Single,No,Bereaved,2,NA,,20260909002,-3.36193,-0.878525,-0.590971,-1.10722,-3.2072600000000002,-0.401259,-0.164628,-0.105668,-0.0942177,-0.123758,2.14961,0.439343,-0.183351,0.0880642,2.29915,3.28401,0.61378,0.700775,0.694495,2.86124,-0.0139619,0.0224667,0.0486758,0.279774,-0.315187,-1.10386,-1.65359,-3.94303,-0.0959234
68,44,Female,Christian,Married,No,None,3,NA,,20260909002,-3.58507,-1.09788,-0.76917,-1.60859,-3.24762,-0.0573862,0.141019,-0.0105823,0.263416,0.094003,2.32047,0.587325,-0.0276949,0.415006,2.44992,3.39825,0.783319,1.04812,1.23417,2.81416,-0.0151483,0.0223451,-0.0577765,0.15805,-0.297297,-1.03218,-1.66953,-3.8773,-0.0356207
69,72,Female,Muslim,Widowed,No,None,3,NA,,20260909002,-3.082,-0.80044,-0.640559,-0.945318,-3.17125,-0.433365,-0.132131,-0.0403795,-0.105896,-0.205855,2.03442,0.4474,-0.00560085,0.0069482500000000004,2.68094,3.29108,0.800586,0.839598,0.785146,3.10599,-0.0158175,0.0229946,0.0670937,0.280432,-0.259314,-1.0885,-1.66059,-4.006,-0.0718725
70,19,Male,Hindu,Single,No,None,4,2,Libertarianism,20260909002,-3.56088,-1.03598,-0.817475,-1.35814,-3.65068,0.0293833,0.0734478,0.0312124,0.0548892,0.415739,2.43187,0.863781,0.226074,0.577767,2.87297,3.259,0.793202,0.946483,1.00644,2.9784,-0.0146313,0.0220369,0.0242827,0.173082,-0.276994,-1.13408,-1.60314,-3.9578,-0.0484244
71,18,Male,No religion,Single,No,None,4,NA,,20260909002,-3.562,-0.969503,-0.724231,-1.41116,-3.44314,-0.0764148,0.0531357,0.149941,0.00131698,0.0642932,2.04497,0.483909,-0.132681,0.413117,2.61247,3.31605,0.613155,0.819831,0.960794,2.94881,-0.0162845,0.0226517,0.0589774,0.246768,-0.26675,-1.10851,-1.67867,-3.95733,-0.0555769
72,33,Female,No religion,Married,Yes,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909002,-3.46799,-0.971016,-0.818581,-1.36728,-3.23486,-0.434327,-0.108467,0.0472788,-0.142664,-0.116648,2.37721,0.72647,0.0455009,0.529457,2.53911,3.55787,0.746851,1.03089,1.09886,2.99178,-0.0159795,0.0227836,-0.0184342,0.152135,-0.264172,-1.18191,-1.67586,-4.02675,-0.0804501
73,59,Male,Muslim,Married,No,Bereaved,2,NA,,20260909002,-3.3246000000000002,-0.707824,-0.691282,-1.29401,-3.00687,-0.461233,-0.200479,-0.0384093,-0.054928,-0.203134,2.28354,0.485972,-0.00944547,0.490766,2.34144,3.20711,0.379764,0.867262,0.955782,2.43882,-0.0166106,0.0234894,-0.0113906,0.196682,-0.31227,-1.13876,-1.65179,-3.95313,-0.0922258
74,54,Female,Christian,Married,Yes,None,3,NA,,20260909002,-3.66181,-1.12282,-0.888211,-1.54471,-3.49626,-0.0688252,-0.0213491,-0.00442405,-0.0781223,-0.0269435,2.4512,0.945722,0.163595,0.569394,2.92039,3.56783,0.932641,1.20206,1.36551,3.20404,-0.0162906,0.0232938,0.0458557,0.357713,-0.244221,-1.07045,-1.63391,-4.00931,-0.0566072
75,46,Female,No religion,Single,No,Had COVID,4,NA,,20260909002,-3.56066,-1.09556,-0.792206,-1.46959,-3.28066,-0.182888,-0.0443666,0.061966,-0.0320331,-0.0436527,2.12106,0.618738,-0.122293,0.167032,2.31342,3.26116,0.652441,0.759351,0.900322,2.55733,-0.0152819,0.0232007,0.0572868,0.273715,-0.270263,-1.03358,-1.70166,-3.99007,-0.0185436
76,67,Female,Christian,Widowed,No,Long COVID,4,3,Communitarianism,20260909002,-3.4129,-0.778071,-0.641884,-1.29467,-3.06432,-0.3673,-0.177994,-0.122003,-0.232172,-0.27226,2.07516,0.316557,-0.0274448,0.224523,2.31074,3.29135,0.575871,0.773115,0.847653,2.69701,-0.0158405,0.0233488,0.0187035,0.320674,-0.259826,-1.0952,-1.69317,-4.05301,-0.00152243
77,90,Male,Muslim,Married,No,Had COVID,3,NA,,20260909002,-3.66591,-1.1819,-0.87472,-1.7135,-3.57738,-0.28406,3.83663e-4,0.107175,0.349168,0.224522,2.61605,0.826509,0.143288,0.623859,2.72718,3.3026,0.771642,0.86688,0.947828,3.0461,-0.0159043,0.0236899,0.0284176,0.237771,-0.291925,-1.11864,-1.62585,-3.89213,-0.0702412
78,21,Female,Christian,Single,No,None,4,NA,,20260909002,-3.5728,-1.2747,-0.982687,-1.6445,-3.42953,-0.262151,-0.0338401,0.0946862,-0.047136,-0.10232,2.41015,1.01769,0.295446,0.623398,2.78517,3.33446,1.08416,1.13235,1.37249,3.14994,-0.0161225,0.0212704,0.0566009,0.292693,-0.339467,-1.10292,-1.65368,-3.86994,-0.0349965
79,52,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.48962,-0.879421,-0.872445,-1.34624,-3.26991,-0.1747,-0.134165,0.0325511,-0.0594212,-0.00310671,2.1217800000000002,0.438815,0.0806799,0.255766,2.2637,3.28153,0.679904,1.0549,1.04061,2.91493,-0.0153458,0.0223014,0.0310815,0.303272,-0.277822,-1.03321,-1.67708,-3.88426,-0.0396196
80,54,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-3.49201,-1.10535,-0.814253,-1.42894,-3.33036,-0.447087,-0.105301,-0.00596686,-0.107135,0.119653,2.13451,0.588577,0.0536594,0.393979,2.22505,3.47379,0.790539,0.815889,1.01898,2.74754,-0.0148999,0.0217418,0.0178427,0.165602,-0.306182,-1.04619,-1.6523,-3.89542,-0.0733507
81,31,Male,Christian,Single,Yes,Had COVID,3,NA,,20260909002,-3.49317,-1.09721,-0.950457,-1.47974,-3.28613,-0.187269,-0.0184338,0.162471,0.136216,-0.0542155,2.24407,0.781426,0.156056,0.663891,2.58052,3.3092,0.858303,0.983976,1.13476,2.99802,-0.0149678,0.0216751,-8.44215e-4,0.223699,-0.300883,-1.13506,-1.68087,-3.91868,-0.0895619
82,19,Male,No religion,Single,No,Had COVID,2,NA,,20260909002,-3.44992,-0.867298,-0.653774,-1.26298,-2.83998,0.0515153,0.041498,0.0484758,0.335318,-0.0704578,2.0394,0.499764,-0.00178011,0.19807,2.25113,2.98409,0.414257,0.705013,0.685442,2.15753,-0.0160104,0.0230969,0.00971994,0.226678,-0.327057,-1.14029,-1.66623,-3.936,-0.0761375
83,53,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-3.43866,-0.930313,-0.900507,-1.4448,-3.33101,-0.461387,-0.289948,-0.055849,-0.0999722,-0.324617,2.30266,0.675621,0.180956,0.61709,2.81506,3.30612,0.63813,0.960527,0.99595,2.93586,-0.0167674,0.0225684,0.0628449,0.274656,-0.283666,-1.11134,-1.71901,-3.98297,-0.0468823
84,43,Male,Christian,Single,No,Long COVID,4,NA,,20260909002,-3.33782,-1.06325,-1.0102,-1.67381,-3.16457,-0.270287,0.0147031,0.1312,0.18696,0.0811401,2.10401,0.679114,0.188348,0.578814,2.31722,3.22495,0.860671,1.0602,1.31388,2.98526,-0.0153637,0.0205338,0.00559347,0.248875,-0.17351,-1.01712,-1.69008,-3.901,-0.0865813
85,61,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-3.79228,-1.19701,-0.993418,-1.54082,-3.45687,-0.304481,-0.188887,0.115568,0.134632,-0.217766,2.42879,0.780579,0.0705079,0.315861,2.71132,3.78668,1.12324,1.09615,1.17335,3.23562,-0.0152066,0.0235978,0.0164724,0.229181,-0.298049,-1.08863,-1.72133,-3.97297,-0.0639898
86,24,Male,Christian,Single,No,None,3,1,Scientific Rationalism,20260909002,-3.40663,-1.10392,-0.729555,-1.61722,-3.64514,-0.342645,-0.171279,-0.13847,-0.0152356,-0.0893776,2.22331,0.82601,0.206708,0.795556,2.88313,3.44142,1.07166,1.03877,1.33402,3.46301,-0.0171743,0.021948,0.019569,0.226902,-0.267823,-1.05737,-1.61516,-3.85629,-0.0488698
87,59,Female,Christian,Single,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-3.35938,-0.924558,-0.739243,-1.39789,-3.07233,-0.40682,-0.187466,-0.0084421,-0.163908,0.0960496,2.23466,0.683348,-0.0445075,0.447901,2.34566,3.35282,0.697254,0.826733,1.03085,2.80416,-0.0171269,0.0232036,0.0558417,0.283145,-0.299758,-1.05373,-1.76525,-4.11441,-0.0712833
88,90,Female,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-3.11447,-0.866371,-0.600351,-1.15033,-2.86121,-0.35058,-0.12521,-0.105487,-0.201585,0.0877433,2.05146,0.614973,0.154679,0.306726,2.25382,3.05171,0.653607,0.768344,0.731383,2.44913,-0.0156128,0.0231313,0.0499184,0.23994,-0.26887,-1.01599,-1.65798,-3.9167,-0.0388116
89,67,Female,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-3.34137,-0.784726,-0.702933,-1.34141,-3.4128,-0.357612,-0.103545,0.00854006,-0.175588,-0.085424,2.04445,0.350906,-0.027378,0.378209,2.81507,3.43129,0.716615,0.824772,1.05358,3.28073,-0.0164116,0.0233859,0.0569358,0.253323,-0.292019,-1.1348,-1.73387,-4.0446,-0.0757683
90,58,Female,Not answered,Divorced,No,Bereaved,3,NA,,20260909002,-3.2193,-0.839929,-0.76612,-1.38878,-2.97078,-0.401467,-0.165892,0.0391425,-0.0534481,-0.128361,1.9401,0.41024,0.028132,0.378232,2.27413,3.16204,0.626146,0.920867,1.12168,2.4549,-0.015398,0.0214243,-0.00861221,0.222985,-0.311709,-1.09456,-1.68695,-3.91597,-0.0609437
91,63,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-3.2193,-0.839929,-0.76612,-1.38878,-2.97078,-0.401467,-0.165892,0.0391425,-0.0534481,-0.128361,1.9401,0.41024,0.028132,0.378232,2.27413,3.16204,0.626146,0.920867,1.12168,2.4549,-0.015398,0.0214243,-0.00861221,0.222985,-0.311709,-1.09456,-1.68695,-3.91597,-0.0609437
92,54,Female,Christian,Widowed,No,None,4,NA,,20260909002,-3.13117,-0.821344,-0.729705,-1.30412,-3.07811,-0.325249,-0.224429,-0.0320355,0.0829012,0.0745854,1.85744,0.413623,-0.0843882,0.293512,2.12847,2.99518,0.638171,0.88162,0.901708,2.56933,-0.0159418,0.0230299,0.0645613,0.268335,-0.263498,-1.0196,-1.67839,-3.96506,-0.045461
93,35,Male,Christian,Married,Yes,Bereaved,2,NA,,20260909002,-3.45014,-0.946356,-0.830043,-1.33444,-2.97687,-0.252242,-0.112151,0.0311391,-0.0188099,-0.257699,2.26131,0.597083,0.0798009,0.272121,2.19081,3.37597,0.706111,0.881863,0.89922,2.78397,-0.0150921,0.0229002,0.0830954,0.269351,-0.276784,-0.994736,-1.68333,-3.92504,-0.0320989
94,40,Male,Not answered,Married,No,Had COVID,2,NA,,20260909002,-3.28261,-0.826013,-0.679663,-1.14586,-3.0865,-0.0773752,0.0574724,0.048823,-0.0346711,0.0527375,1.89617,0.345117,-0.0345945,0.176308,2.1997,3.01756,0.48301,0.711363,0.621954,2.67185,-0.0144765,0.021915,0.0125072,0.197256,-0.352801,-1.10885,-1.60591,-3.93149,-0.0569668
95,23,Male,Christian,Single,Yes,None,1,NA,,20260909002,-3.27963,-0.6829,-0.57426,-1.15618,-2.85608,-0.441068,-0.308037,-0.0914168,-0.00299603,-0.317708,2.24088,0.606383,-0.0592585,0.42298,2.4283,3.27609,0.575111,0.795275,0.98618,2.4554,-0.0159292,0.023504,5.89315e-4,0.19516,-0.32741,-1.20783,-1.66344,-4.01461,-0.108301
96,53,Female,Christian,Married,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002,-3.43011,-0.932695,-0.76673,-1.34718,-3.19955,-0.149964,0.0331562,0.0500657,0.190285,0.0429323,2.22372,0.550961,0.0503115,0.18636,2.31743,3.03266,0.425663,0.702008,0.821556,2.53666,-0.0138674,0.0236387,0.00708807,0.182597,-0.2169,-0.99824,-1.67811,-3.92112,-0.0133938
97,44,Male,Christian,Single,No,None,1,NA,,20260909002,-3.24005,-0.852889,-0.784791,-1.19439,-3.09158,-0.266929,-0.119398,-0.0387912,-0.0782505,-0.174834,1.84442,0.42334,0.0741112,0.105918,2.28041,2.93705,0.58858,0.93978,0.892739,2.82705,-0.0163095,0.0217467,0.0128293,0.183872,-0.322212,-1.07055,-1.65835,-3.86562,-0.0129155
98,60,Female,Christian,Divorced,No,None,1,3,Communitarianism,20260909002,-3.51435,-1.03691,-0.82821,-1.32851,-3.18793,-0.206785,-0.036059,0.0066437,-0.0208244,-0.137233,2.39296,0.706501,0.112056,0.480206,2.40849,3.44023,0.721355,0.997083,1.02521,2.8338,-0.0151413,0.0232131,0.0276487,0.20151,-0.306662,-1.11644,-1.67857,-3.94097,-0.131408
99,29,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-3.41963,-0.859414,-0.723611,-1.17184,-3.06503,-0.442099,-0.241134,-0.142261,-0.288874,-0.435779,2.25064,0.563008,-0.0625001,0.290615,2.35556,3.33311,0.60477,0.920515,0.847253,2.80466,-0.0165232,0.0241433,0.0628694,0.3578,-0.275025,-1.05531,-1.7367,-4.02516,-0.0592149
100,31,Male,No religion,Married,No,Had COVID,3,2,Libertarianism,20260909002,-3.38004,-0.937589,-0.750044,-1.47212,-3.29328,-0.179467,0.00295668,-0.0818147,-2.66269e-4,-0.200044,2.04655,0.499177,0.182193,0.500495,2.52327,3.28816,0.633698,0.917786,0.927097,2.79166,-0.0145782,0.0202135,0.0713589,0.226106,-0.305339,-1.10993,-1.62539,-4.025,-0.0734338
101,56,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-3.47581,-1.14065,-0.985995,-1.55923,-3.28418,-0.0145443,0.181,0.187436,0.378552,0.0764303,1.97969,0.660109,0.187201,0.159281,2.40302,3.30255,0.769667,1.01727,0.857807,2.71484,-0.0146736,0.0226135,0.080991,0.269829,-0.244483,-1.00959,-1.66154,-3.91181,-0.0313631
102,51,Female,No religion,Divorced,No,None,3,NA,,20260909002,-3.48332,-0.931725,-0.721828,-1.29793,-3.493,-0.130113,0.10352600000000001,0.151983,0.075433,0.202719,2.20919,0.507589,0.0104705,0.303463,2.69063,3.26144,0.576216,0.836673,0.915956,2.92248,-0.0170169,0.0246276,0.0452981,0.313415,-0.307398,-1.1798,-1.64418,-4.08966,-0.080527
103,62,Male,Christian,Married,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-3.40651,-0.883276,-0.625591,-1.43726,-3.11013,-0.112542,0.0476125,0.0764498,0.101701,-0.136612,2.09438,0.519348,-0.132106,0.560856,2.31305,3.21268,0.536065,0.733845,1.06975,2.69823,-0.0162753,0.0235317,0.00199977,0.203011,-0.300033,-1.08407,-1.65299,-3.95535,-0.12414
104,75,Male,Christian,Widowed,No,None,2,NA,,20260909002,-3.19846,-0.658896,-0.5588,-0.867365,-2.94879,-0.188771,-0.0247455,0.0124067,-0.0292035,-0.135316,1.83199,0.298937,-0.124591,-0.0587615,2.14673,2.97251,0.378773,0.590454,0.372077,2.55467,-0.0148189,0.0225688,0.0250258,0.183072,-0.307476,-1.15913,-1.67758,-3.96294,-0.0601701
105,57,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-3.36461,-0.953333,-0.678603,-1.3082,-3.39229,-0.387012,-0.26019,-0.0721626,-0.0979271,-0.135517,2.3442,0.91225,0.103446,0.452011,2.88517,3.25988,0.88019,0.940414,1.04017,2.95807,-0.0163456,0.0238075,-0.0175874,0.221983,-0.329785,-1.18335,-1.6493,-4.05602,-0.148145
106,42,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.27963,-0.6829,-0.57426,-1.15618,-2.85608,-0.441068,-0.308037,-0.0914168,-0.00299603,-0.317708,2.24088,0.606383,-0.0592585,0.42298,2.4283,3.27609,0.575111,0.795275,0.98618,2.4554,-0.0159292,0.023504,5.89315e-4,0.19516,-0.32741,-1.20783,-1.66344,-4.01461,-0.108301
107,85,Female,No religion,Widowed,No,None,1,NA,,20260909002,-3.44395,-0.966385,-0.858341,-1.59122,-3.25795,-0.284771,-0.119447,0.0942588,0.0565114,0.0422141,2.13879,0.540922,-0.0207059,0.248413,2.13964,3.37215,0.809304,0.905496,1.14532,2.97894,-0.0158713,0.0216119,0.0671937,0.26977,-0.295386,-1.06402,-1.72002,-3.94435,-0.0437841
108,40,Female,No religion,Married,Yes,None,4,NA,,20260909002,-3.5005,-1.03931,-0.863631,-1.42106,-3.3492,-0.378901,-0.113831,-0.00336562,-0.120487,-0.142289,2.20418,0.67999,0.0645879,0.331519,2.36364,3.37444,0.724679,0.83583,0.914725,2.88895,-0.0156324,0.0234773,0.115266,0.277398,-0.359638,-1.12174,-1.73965,-4.06908,-0.0588186
109,52,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-3.02402,-0.623934,-0.596473,-1.29519,-2.84936,-0.38965,-0.19068,-0.0981752,-0.0709927,-0.295227,2.05553,0.459523,-0.0511146,0.333687,2.32184,2.93718,0.452035,0.695709,0.842583,2.32488,-0.0162713,0.0241276,0.0453889,0.285125,-0.257842,-1.13072,-1.68794,-4.03156,-0.055044
110,80,Female,Christian,Widowed,No,Bereaved,4,NA,,20260909002,-3.30177,-0.846027,-0.797146,-1.36689,-3.10843,-0.385682,-0.0185923,0.0756472,-0.15711,0.0254023,2.33036,0.785519,0.136533,0.617026,2.49128,3.24936,0.650226,0.91902,0.986786,2.62813,-0.0163739,0.0236255,0.00540851,0.259548,-0.323548,-1.08958,-1.66467,-3.98859,-0.0726753
111,60,Female,No religion,Married,No,Had COVID,1,2,Libertarianism,20260909002,-3.23715,-0.813299,-0.824988,-1.48268,-2.99155,-0.386865,-0.0822604,0.11271,0.163651,-0.128075,2.11177,0.471539,-0.0704767,0.294366,2.30817,3.26709,0.565495,0.940391,0.93164,2.56891,-0.0146977,0.0226044,0.0323839,0.259956,-0.290295,-1.01003,-1.64328,-3.95319,-0.0835796
112,65,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-3.07716,-0.900936,-0.755576,-1.38732,-3.23818,-0.355037,-0.0676384,0.143801,0.154581,0.0586098,1.90138,0.570603,0.0116605,0.225755,2.40174,3.12596,0.760876,0.836624,0.98302,2.94279,-0.0156519,0.0232689,0.0276178,0.242733,-0.28855,-1.09938,-1.59849,-3.8972,-0.057909
113,56,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-3.36826,-0.896556,-0.786687,-1.32525,-3.09093,-0.259487,-0.0200826,0.0661357,0.197903,-0.22907,2.32849,0.758646,0.0933084,0.259863,2.63267,3.08242,0.470103,0.746176,0.713766,2.55849,-0.0151666,0.0231258,0.0800939,0.243674,-0.328509,-1.12138,-1.69436,-3.9729,-0.00681078
114,68,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909002,-3.24649,-0.839732,-0.684289,-1.26607,-3.03248,-0.229496,-0.0584232,-0.0517996,-0.0258932,0.0956893,1.91304,0.292189,-0.0869569,0.0475172,1.99277,3.12877,0.535074,0.802885,0.851592,2.46922,-0.0159454,0.0226909,0.0581264,0.269742,-0.308526,-1.05117,-1.61113,-3.8386,-0.0685622
115,55,Female,Christian,Divorced,No,None,2,NA,,20260909002,-3.48497,-0.845605,-0.8177,-1.49058,-3.17564,-0.08103,-0.0422406,-0.0132401,0.106585,-0.0515429,2.07508,0.443932,0.0979824,0.527869,2.36649,3.1981,0.484034,0.914198,0.880032,2.7632,-0.0160925,0.0234131,0.0890966,0.280366,-0.337203,-1.0909,-1.71311,-3.99025,-0.0602653
116,25,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-3.449,-0.929976,-0.766233,-1.41816,-3.12417,-0.276459,-0.240807,-0.0855898,-0.0492727,-0.12698,2.25905,0.818211,0.0761219,0.457449,2.69335,3.27348,0.76644,0.899669,0.93846,2.86149,-0.015044,0.0219231,0.0775455,0.325508,-0.251034,-1.03848,-1.65829,-3.90148,-0.0478766
117,19,Male,Christian,Single,No,None,4,NA,,20260909002,-2.87918,-0.670337,-0.484018,-1.07387,-2.98685,-0.459694,0.0322745,0.0349015,0.0896469,0.0707516,1.67367,0.16796,-0.12734,0.090643,2.02305,2.97398,0.440342,0.636597,0.8371,2.67207,-0.0162871,0.0215588,0.0228934,0.241934,-0.286207,-1.13197,-1.63371,-3.96988,-0.0741856
118,63,Female,Muslim,Married,No,Had COVID,4,NA,,20260909002,-3.25394,-0.8413,-0.786419,-1.23328,-2.95921,-0.292524,-0.0227477,0.0968486,-0.0111001,0.0556876,1.70769,0.272956,-0.0995122,0.0686465,1.92189,3.03623,0.492345,0.7522,0.743587,2.53241,-0.0162026,0.0227204,0.0158801,0.262086,-0.372451,-1.06767,-1.70564,-3.99567,-0.016929
119,67,Female,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-3.46578,-1.13429,-0.851957,-1.42267,-3.3891,-0.153484,0.14834,0.0175972,0.228885,0.194456,2.3638,0.894951,0.241425,0.599615,2.62799,3.30692,0.837492,0.997906,0.954182,2.85018,-0.0160688,0.0226158,0.102692,0.283209,-0.297834,-1.16704,-1.69803,-3.92827,-0.052005
120,44,Female,No religion,Divorced,Yes,None,3,NA,,20260909002,-3.19785,-0.729535,-0.561747,-1.16331,-2.98799,-0.441644,-0.250883,-0.212982,-0.206441,-0.264533,1.99956,0.412239,-0.0287309,0.322642,2.2465,3.197,0.582018,0.817131,1.02344,2.80226,-0.0164387,0.0233277,0.0089563,0.167433,-0.310757,-1.14433,-1.68454,-3.95566,-0.0917126
121,54,Male,Christian,Married,Yes,None,3,NA,,20260909002,-3.0602,-0.833364,-0.611653,-1.26632,-3.22826,-0.313955,-0.104991,-0.110443,-0.17981,0.00805227,1.64206,0.410966,0.0445447,0.292871,2.40992,2.95364,0.595624,0.856532,0.892177,2.82706,-0.0156926,0.0212702,0.0264422,0.201733,-0.271549,-1.1024,-1.59001,-3.87826,-0.0484342
122,37,Male,Christian,Married,Yes,Had COVID,3,NA,,20260909002,-3.3572,-0.90566,-0.803796,-1.25431,-3.16869,-0.440399,-0.124478,-0.0446133,-0.250733,-0.181945,2.19394,0.610828,0.0161478,0.344048,2.59663,3.32313,0.603641,0.770485,0.913287,2.68315,-0.0171669,0.0223169,0.0583043,0.274633,-0.311489,-1.00997,-1.69352,-4.01452,-0.0241389
123,57,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-3.20136,-0.841641,-0.795486,-1.31489,-3.03248,-0.168939,-0.158533,0.0584154,-0.0411733,-0.0744805,1.99434,0.558913,0.0512547,0.376369,2.37756,3.14602,0.71447,0.917317,0.853363,2.7889,-0.0151269,0.0218126,0.0569275,0.295218,-0.225,-1.03773,-1.64734,-3.90488,-0.0683891
124,50,Female,Sikh,Divorced,Yes,Had COVID,2,NA,,20260909002,-3.57208,-1.01253,-0.783639,-1.53508,-3.32935,-0.152864,-0.0268576,0.0415018,0.0752548,-0.0877226,2.40138,0.749684,0.231434,0.690498,2.62976,3.3293,0.680364,0.777634,0.973017,2.92839,-0.0149537,0.0236414,-0.0379799,0.216031,-0.246786,-1.03503,-1.65729,-3.93388,-0.0502554
125,79,Female,No religion,Widowed,No,None,3,NA,,20260909002,-3.55385,-1.09267,-0.630016,-1.41833,-3.3754,-0.503075,-0.236569,-0.188128,-0.00256468,-0.155912,2.35229,0.856086,0.0714164,0.505074,2.68622,3.50018,0.797344,0.853608,0.900039,2.90865,-0.0163064,0.0244638,0.00823914,0.168692,-0.34371,-1.16499,-1.6632,-4.03291,-0.0293362
126,49,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-3.55457,-0.964434,-0.765104,-1.36312,-3.30389,-0.228269,-0.238457,0.00954143,0.161206,-0.331491,2.31176,0.673252,0.0699137,0.341576,2.71441,3.49691,0.770716,0.920424,0.902201,3.02656,-0.0158998,0.0237129,0.0447186,0.335366,-0.267794,-1.1599,-1.6623000000000001,-3.97373,-0.0391118
127,41,Male,No religion,Single,Yes,Had COVID,3,2,Libertarianism,20260909002,-3.62939,-1.05162,-0.880489,-1.69066,-3.3999,-0.328256,-0.121637,-0.0860596,-0.0939432,-0.143177,2.51089,0.808556,0.211935,0.738021,2.79347,3.42516,0.822486,0.938629,1.27355,2.98592,-0.0159144,0.0236396,-0.00267327,0.282355,-0.275596,-1.06439,-1.72466,-3.98245,-0.0761655
128,60,Male,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-3.18966,-0.831638,-0.612805,-1.11827,-3.13029,-0.418294,-0.185844,-0.0843864,0.00778214,-0.230364,2.08365,0.601993,-0.00638781,0.282628,2.67404,3.46058,0.988832,0.951724,0.93068,3.07832,-0.0148371,0.0222259,0.0380635,0.191713,-0.327255,-1.15412,-1.6068,-3.89235,-0.0367964
129,90,Male,Christian,Married,No,None,1,NA,,20260909002,-3.24847,-0.903413,-0.726183,-1.59872,-3.41919,-0.361742,-0.151796,-0.0779751,0.0436316,-0.00390119,2.18058,0.820689,0.0476659,0.658973,2.89958,3.15619,0.692288,0.878649,1.19205,3.08539,-0.0151235,0.0220582,0.0360383,0.264127,-0.282737,-1.00449,-1.69476,-3.97075,-0.049265
130,68,Female,No religion,Divorced,No,Bereaved,4,NA,,20260909002,-3.46494,-1.07046,-0.783919,-1.3429,-3.07635,0.00674291,0.0877369,0.0412772,-0.0844965,0.0216681,2.0754,0.609221,0.111225,0.347484,2.38407,3.01265,0.611721,0.782748,0.815007,2.61715,-0.0176362,0.0222655,0.0998211,0.295917,-0.246029,-1.02808,-1.67109,-3.94711,-0.0208378
131,45,Male,No religion,Married,Yes,Had COVID,3,NA,,20260909002,-3.40645,-0.937144,-0.829162,-1.33208,-3.37382,-0.0882018,-0.0234789,0.0791913,0.0687804,0.176169,2.1493,0.633419,0.0907914,0.171222,2.69057,3.39552,0.688958,0.963266,0.975534,2.90026,-0.0166097,0.0229793,0.0477279,0.266855,-0.303939,-1.14001,-1.66329,-4.00333,-0.0189755
132,36,Male,Christian,Married,No,None,3,NA,,20260909002,-3.51714,-0.985871,-0.785758,-1.44391,-3.28602,-0.253951,-0.136335,-0.0286015,0.0474943,-0.0349037,2.03782,0.533821,0.13669,0.250052,2.44713,3.36956,0.747918,0.826437,0.848993,2.87782,-0.0150576,0.0224996,0.00972947,0.312816,-0.293747,-1.06937,-1.67253,-3.98949,-0.0611065
