respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
69,72,Female,Muslim,Widowed,No,None,3,NA,,20260909002,-8.62344,-0.824967,-7.91908,-1.94615,-9.17539,-0.17713,-0.0771555,0.0226244,0.02955,-0.149538,1.0257,0.514307,0.44971,0.840628,1.81696,1.83075,0.500523,1.15664,1.31618,1.96495,6.72994,-0.174288,-0.139827,-0.259391,-0.665071,-1.4046400000000001,-3.12257,-0.19033
70,19,Male,Hindu,Single,No,None,4,2,Libertarianism,20260909002,-9.60234,-0.863602,-8.86093,-1.79706,-10.3118,-0.211858,-0.045213,-0.0108594,0.0413953,-0.108754,1.00402,0.462691,0.344572,0.639691,1.72356,1.9246,0.555211,1.19053,1.27074,2.0845,7.75036,-0.179023,-0.152936,-0.196504,-0.684155,-1.3881,-3.13959,-0.218877
71,18,Male,No religion,Single,No,None,4,NA,,20260909002,-11.3284,-0.779319,-10.8881,-1.87608,-12.0769,-0.273104,-0.0691837,0.0204715,-0.0657599,-0.146499,0.857071,0.427309,0.470953,0.698349,1.57309,1.62235,0.461799,1.28594,1.33453,1.86267,9.73275,-0.160785,-0.127704,-0.252356,-0.626942,-1.31691,-3.0475,-0.158179
72,33,Female,No religion,Married,Yes,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909002,-8.93299,-0.742195,-8.37828,-1.89745,-9.59496,-0.36448,-0.228637,-0.0175998,-0.0647912,-0.258914,1.0712,0.565992,0.543757,0.805116,1.81035,1.73266,0.469211,1.13078,1.25986,2.02971,7.17275,-0.207945,-0.0564127,-0.255182,-0.628807,-1.41174,-3.11636,-0.215131
73,59,Male,Muslim,Married,No,Bereaved,2,NA,,20260909002,-10.558,-0.876128,-9.97345,-1.91154,-11.1945,-0.108395,0.0275125,0.0963735,0.00816614,-0.0697142,1.04383,0.402504,0.447836,0.736947,1.64572,1.87453,0.414351,1.28159,1.20325,1.89427,8.64713,-0.175242,-0.107708,-0.23178,-0.626305,-1.40219,-3.16143,-0.185687
74,54,Female,Christian,Married,Yes,None,3,NA,,20260909002,-9.51865,-1.0055,-8.80796,-1.77621,-10.1737,-0.194131,-0.118742,-0.0553602,-0.102624,-0.0977568,1.04812,0.645587,0.518938,0.75241,1.96765,1.8848800000000001,0.655459,1.30248,1.15033,2.05587,7.54057,-0.18545,-0.143481,-0.278719,-0.679053,-1.406,-3.12923,-0.180922
75,46,Female,No religion,Single,No,Had COVID,4,NA,,20260909002,-9.42508,-0.992711,-8.85756,-1.87517,-10.4231,-0.459615,-0.23996,-0.0281019,-0.145115,-0.239953,1.19254,0.560956,0.486244,0.799304,1.92906,1.94532,0.710052,1.36789,1.39454,2.42725,7.54193,-0.16277,-0.0965704,-0.2693,-0.651635,-1.4152,-3.12255,-0.167645
76,67,Female,Christian,Widowed,No,Long COVID,4,3,Communitarianism,20260909002,-11.3906,-1.00659,-10.7092,-2.03221,-12.0109,-0.279541,-0.108936,0.057387,-0.0670669,-0.284432,1.28044,0.733648,0.618799,1.07441,2.11248,1.94892,0.681436,1.19168,1.28536,2.28811,9.3927,-0.139575,-0.0923669,-0.292809,-0.708549,-1.39669,-3.15031,-0.218195
77,90,Male,Muslim,Married,No,Had COVID,3,NA,,20260909002,-8.95183,-0.971063,-8.36426,-2.03815,-9.55982,-0.0191919,0.0478759,0.215451,0.308906,-0.156561,1.17878,0.632082,0.546849,0.794728,1.92534,1.61562,0.425163,1.13958,1.08127,1.81338,7.03367,-0.227368,-0.175102,-0.266038,-0.674967,-1.40516,-3.13129,-0.224496
78,21,Female,Christian,Single,No,None,4,NA,,20260909002,-11.65,-0.989256,-10.9167,-2.01875,-12.3646,-0.28381,-0.228683,0.0197472,0.00357301,-0.305961,1.15336,0.627108,0.576548,0.867663,1.89149,1.67997,0.553601,1.12359,1.29817,2.16842,9.74066,-0.192924,-0.118625,-0.308422,-0.723016,-1.41748,-3.18138,-0.191563
79,52,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-10.1032,-0.611689,-9.55611,-1.70865,-10.887,-0.145225,-0.0362885,-0.0316634,-0.181937,-0.151759,0.592181,0.101175,0.38682,0.689392,1.39463,1.25442,0.0384021,0.941146,0.858493,1.66332,8.54241,-0.164852,-0.134917,-0.249157,-0.642747,-1.32077,-3.03854,-0.18584
80,54,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-10.1902,-0.957386,-9.53127,-1.85122,-11.0183,-0.345467,-0.0907402,0.0279198,-0.0813619,-0.139454,1.1009,0.58546,0.496086,0.726284,2.01522,1.9037,0.569393,1.18545,1.30272,2.10253,8.32242,-0.183737,-0.161479,-0.246342,-0.621922,-1.41515,-3.11355,-0.183092
81,31,Male,Christian,Single,Yes,Had COVID,3,NA,,20260909002,-8.10608,-0.788628,-7.70917,-1.7682,-9.16577,-0.411155,-0.122018,-0.0195674,-0.0278298,-0.138642,0.882189,0.49095,0.565933,0.753976,1.91681,1.58292,0.474373,1.19889,1.16834,2.22128,6.49107,-0.148233,-0.112606,-0.276829,-0.670482,-1.42488,-3.18886,-0.183265
82,19,Male,No religion,Single,No,Had COVID,2,NA,,20260909002,-10.2864,-0.984363,-9.50283,-1.98343,-11.0133,-0.180434,-0.159047,-0.0631732,-0.127394,-0.120284,1.14247,0.599326,0.586794,0.939791,1.99194,1.88676,0.559408,1.25034,1.34215,2.36279,8.21028,-0.160973,-0.115412,-0.319613,-0.69909,-1.43544,-3.16786,-0.185573
83,53,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-10.3138,-1.06274,-9.66047,-2.14947,-10.8243,-0.123294,-0.175006,0.0579117,-0.051493,-0.234686,1.19845,0.750246,0.711819,1.02827,1.90102,1.81666,0.616896,1.36612,1.40609,1.91939,8.20868,-0.166252,-0.0624375,-0.236955,-0.639753,-1.39693,-3.11069,-0.169747
84,43,Male,Christian,Single,No,Long COVID,4,NA,,20260909002,-9.63961,-0.877109,-9.2078,-1.85952,-10.298400000000001,-0.396036,-0.166104,0.038643,-0.138111,-0.366218,1.11184,0.503152,0.62361,0.723917,1.77749,1.92348,0.567172,1.42169,1.17284,2.15286,7.77301,-0.157595,-0.0763865,-0.324769,-0.72261,-1.44261,-3.15679,-0.159255
85,61,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-11.1186,-1.0263,-10.4249,-1.94133,-11.8404,-0.374281,-0.165536,-0.153705,-0.243703,-0.26523,1.11332,0.721554,0.471171,0.879617,1.90036,1.90855,0.712229,1.21575,1.42559,2.19048,9.27091,-0.168021,-0.0695139,-0.280428,-0.651388,-1.39696,-3.11184,-0.185258
86,24,Male,Christian,Single,No,None,3,1,Scientific Rationalism,20260909002,-10.2851,-1.06653,-9.58671,-2.24375,-11.0346,-0.135677,-0.0316571,-0.060327,0.0470272,-0.0147359,1.22439,0.68511,0.564664,1.07104,1.92758,1.88629,0.617414,1.30582,1.49578,2.21831,8.28199,-0.111272,-0.0359474,-0.280005,-0.66873,-1.38511,-3.105,-0.154016
87,59,Female,Christian,Single,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-10.4308,-0.988465,-9.85244,-1.8546,-11.0859,-0.118872,0.0376083,0.172201,-0.0036175,0.0155512,1.17577,0.502996,0.540702,0.658318,1.67383,1.78316,0.588894,1.25159,1.34632,2.06614,8.50121,-0.184732,-0.0811393,-0.246869,-0.660347,-1.36881,-3.09144,-0.194255
88,90,Female,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-9.69242,-0.678185,-9.25365,-1.95997,-10.5391,-0.347112,-0.235886,0.104855,-0.0317968,-0.161999,1.14826,0.492181,0.63515,0.971657,1.81027,1.70155,0.339265,1.12881,1.20406,2.03768,7.98233,-0.183369,-0.100005,-0.228515,-0.63011,-1.39143,-3.15937,-0.188255
89,67,Female,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-10.959,-0.736297,-10.4445,-1.83477,-11.5893,-0.486253,-0.314461,-0.097976,-0.177935,-0.321996,0.870532,0.328102,0.514808,0.565819,1.55144,1.79532,0.541474,1.28854,1.3779,1.94303,9.26342,-0.130871,-0.0462555,-0.231223,-0.630349,-1.43042,-3.13778,-0.165304
90,58,Female,Not answered,Divorced,No,Bereaved,3,NA,,20260909002,-8.86977,-0.887221,-8.16812,-2.02858,-9.45038,-0.259184,-0.168942,-0.0217997,-0.107163,-0.233889,1.2644,0.657801,0.589737,0.978545,1.83412,1.82508,0.523062,1.34064,1.50211,2.09718,6.86706,-0.187642,-0.113556,-0.254261,-0.670423,-1.39243,-3.08847,-0.207293
91,63,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-9.1254,-0.690704,-8.63245,-1.69166,-9.86188,-0.497635,-0.416808,-0.00517704,-0.185148,-0.355959,0.870192,0.398967,0.41978,0.632935,1.82236,1.61917,0.386562,1.17842,1.11924,1.82929,7.4357,-0.189943,-0.217187,-0.243761,-0.659643,-1.39452,-3.14307,-0.188555
92,54,Female,Christian,Widowed,No,None,4,NA,,20260909002,-9.48752,-0.792809,-8.83419,-1.89614,-10.2275,-0.288832,-0.151551,-0.0739079,-0.0219551,-0.23835,0.990367,0.491991,0.365063,0.852206,1.83082,1.99496,0.688858,1.24964,1.45545,2.24027,7.72703,-0.151387,-0.125326,-0.25227,-0.674336,-1.38064,-3.11308,-0.169878
93,35,Male,Christian,Married,Yes,Bereaved,2,NA,,20260909002,-10.6553,-1.01014,-10.079,-1.99006,-11.543,-0.553423,-0.240127,0.0564867,-0.0714451,-0.309488,1.07211,0.550453,0.448147,0.740891,1.98394,1.97088,0.648366,1.23544,1.30195,2.34739,8.78479,-0.162846,-0.0694019,-0.297659,-0.693238,-1.41285,-3.13668,-0.189108
94,40,Male,Not answered,Married,No,Had COVID,2,NA,,20260909002,-8.85561,-1.05118,-8.11689,-1.8835,-9.57184,-0.250343,-0.0280271,-0.00938077,-0.0566106,-0.238565,1.0516,0.58152,0.441966,0.571777,1.8133,1.86898,0.554873,1.23043,1.33241,2.09549,6.85373,-0.138734,-0.15093,-0.282489,-0.691474,-1.39079,-3.14185,-0.19812
95,23,Male,Christian,Single,Yes,None,1,NA,,20260909002,-10.7471,-0.823227,-10.3101,-1.95881,-11.3343,-0.389866,-0.333108,0.0794494,-0.0378961,-0.465487,1.0685500000000001,0.5996,0.561751,0.901763,1.82409,1.80098,0.478846,1.17039,1.34337,1.96956,8.97442,-0.165319,-0.108673,-0.240242,-0.583991,-1.41228,-3.0491,-0.203069
96,53,Female,Christian,Married,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002,-9.11026,-0.686215,-8.36449,-1.71266,-9.6731,-0.147619,-0.130318,-0.00175591,-0.0252596,-0.0421544,0.994443,0.312821,0.345792,0.606806,1.44511,1.82439,0.346112,1.04037,1.07817,1.82894,7.26837,-0.18046,-0.179419,-0.237708,-0.64459,-1.36998,-3.10075,-0.142145
97,44,Male,Christian,Single,No,None,1,NA,,20260909002,-10.3138,-1.06274,-9.66047,-2.14947,-10.8243,-0.123294,-0.175006,0.0579117,-0.051493,-0.234686,1.19845,0.750246,0.711819,1.02827,1.90102,1.81666,0.616896,1.36612,1.40609,1.91939,8.20868,-0.166252,-0.0624375,-0.236955,-0.639753,-1.39693,-3.11069,-0.169747
98,60,Female,Christian,Divorced,No,None,1,3,Communitarianism,20260909002,-10.9533,-1.12208,-10.1971,-2.04215,-11.6215,-0.361373,-0.173907,-0.0128432,-0.195761,-0.219746,1.36265,0.710937,0.717207,0.878646,2.14593,2.10413,0.705694,1.40193,1.30301,2.23709,8.802,-0.160883,-0.0609556,-0.319541,-0.691445,-1.4081,-3.11251,-0.170692
99,29,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-9.37236,-0.957445,-8.80867,-1.93686,-10.007,-0.220462,-0.060124,0.072299,-0.0877281,-0.156686,0.907662,0.435109,0.594005,0.690208,1.70394,1.95331,0.658769,1.37785,1.37973,2.16236,7.45533,-0.182243,-0.138436,-0.279839,-0.654287,-1.38571,-3.08005,-0.169121
100,31,Male,No religion,Married,No,Had COVID,3,2,Libertarianism,20260909002,-9.07593,-0.80609,-8.52884,-1.9426,-9.52398,-0.178261,-0.133893,0.0916915,-0.0341124,-0.283007,0.938901,0.367033,0.598227,0.676045,1.52381,1.73861,0.332111,1.22674,1.35419,1.79005,7.17926,-0.121309,-0.11455,-0.229247,-0.624782,-1.45115,-3.15594,-0.144093
101,56,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-9.03141,-0.611534,-8.45113,-1.80112,-9.74676,-0.345472,-0.253657,0.019927,-0.029637,-0.354377,0.718836,0.205741,0.432574,0.784171,1.57048,1.74122,0.490086,1.18255,1.42951,2.07866,7.3508,-0.163607,-0.129827,-0.27172,-0.744647,-1.34158,-3.054,-0.200103
102,51,Female,No religion,Divorced,No,None,3,NA,,20260909002,-10.7899,-0.881058,-10.1365,-1.83085,-11.4968,-0.282468,-0.160181,0.0206645,-0.0236422,-0.350927,1.211,0.681019,0.543485,0.816156,2.11075,1.81323,0.514827,1.15518,1.18992,2.18568,8.93135,-0.162243,-0.117259,-0.204073,-0.639916,-1.43132,-3.14083,-0.21193
103,62,Male,Christian,Married,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-10.2745,-0.892714,-9.67328,-1.91792,-11.0784,-0.215558,-0.148056,0.0350911,-0.019327,-0.121939,1.01567,0.525127,0.503867,0.886382,1.75301,1.77491,0.522567,1.263,1.33445,2.11677,8.40968,-0.185631,-0.0966019,-0.257757,-0.674725,-1.3934,-3.13,-0.195381
104,75,Male,Christian,Widowed,No,None,2,NA,,20260909002,-11.1397,-0.913386,-10.3045,-1.87767,-11.6745,-0.255225,-0.201259,-0.0706197,-0.162917,-0.217525,0.940458,0.586446,0.297908,0.705876,1.90729,1.93912,0.688355,1.13594,1.41919,2.08427,9.2176,-0.205452,-0.119768,-0.301833,-0.706227,-1.41137,-3.15951,-0.1816
105,57,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-9.7047,-0.869604,-9.16271,-1.75167,-10.4958,-0.173669,-0.0574612,0.107427,-0.20998,-0.156047,1.05447,0.588372,0.54095,0.687589,1.83923,1.63805,0.378701,1.13652,1.09231,2.11338,7.88276,-0.149526,-0.0940344,-0.205817,-0.659254,-1.39312,-3.14586,-0.179061
106,42,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-10.2028,-1.07628,-9.54789,-2.04818,-10.8383,-0.090314,0.125529,0.0534012,-0.00790512,-0.00823825,0.985057,0.499337,0.537079,0.704148,1.71654,1.99642,0.687897,1.31114,1.36041,2.04973,8.19993,-0.172841,-0.101141,-0.248469,-0.640843,-1.39909,-3.10412,-0.171472
107,85,Female,No religion,Widowed,No,None,1,NA,,20260909002,-8.49116,-0.680462,-7.98936,-1.6098,-9.27072,-0.219523,-0.136156,0.0220861,-0.0411266,-0.1513,0.993726,0.526593,0.480018,0.718337,1.71535,1.58024,0.356113,1.09381,1.08046,1.9392,6.87515,-0.184631,-0.15204,-0.238388,-0.699566,-1.38258,-3.17075,-0.204052
108,40,Female,No religion,Married,Yes,None,4,NA,,20260909002,-9.76173,-0.888601,-9.02783,-1.92013,-10.439,-0.198165,-0.239159,-0.0219032,-0.191818,-0.321251,1.10654,0.613677,0.600027,0.866342,2.07741,1.91009,0.465449,1.25342,1.30384,2.05331,7.74482,-0.136236,-0.107182,-0.278431,-0.675001,-1.40079,-3.19533,-0.193433
109,52,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-12.2924,-0.827643,-11.642,-1.94125,-12.9088,-0.107089,-0.0650907,0.0282498,0.0789226,-0.023316,0.892994,0.419755,0.608287,0.706971,1.67961,1.90335,0.594939,1.33278,1.38522,2.06842,10.3886,-0.196709,-0.145129,-0.231921,-0.632977,-1.37828,-3.13586,-0.18057
110,80,Female,Christian,Widowed,No,Bereaved,4,NA,,20260909002,-11.2461,-0.761813,-10.7032,-1.75974,-11.99,-0.327952,-0.204382,-0.0278361,-0.175972,-0.298531,0.930174,0.350677,0.437322,0.538675,1.83809,1.6923,0.406595,1.27394,1.28473,2.03909,9.50728,-0.186303,-0.135897,-0.245149,-0.649539,-1.41675,-3.14804,-0.195715
111,60,Female,No religion,Married,No,Had COVID,1,2,Libertarianism,20260909002,-10.6918,-0.737905,-10.3368,-1.74409,-11.5532,-0.22496,-0.0109488,0.0364886,-0.200606,-0.108685,0.880733,0.420697,0.500962,0.69337,1.76611,1.5067,0.402363,1.18256,1.21307,1.93331,9.12816,-0.163033,-0.0607995,-0.22811,-0.645724,-1.38695,-3.06768,-0.227852
112,65,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-9.8582,-0.713175,-9.1855,-1.76734,-10.8535,-0.29161,-0.160589,-0.105342,-0.181263,-0.0734857,0.886471,0.298573,0.357444,0.694334,1.60656,1.68394,0.295497,1.05055,1.28975,2.03101,8.17108,-0.158801,-0.122332,-0.21413,-0.680175,-1.3603,-3.07425,-0.223157
113,56,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-9.32751,-0.845057,-8.77533,-1.90704,-9.99251,-0.383937,-0.198279,0.0177288,-0.11836,-0.349685,0.969371,0.453165,0.605069,0.856662,1.7566,1.92991,0.599595,1.28258,1.35044,2.0344,7.51678,-0.136517,-0.110952,-0.22296,-0.662756,-1.36938,-3.096,-0.178563
114,68,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909002,-8.40412,-0.781995,-7.74755,-1.80327,-8.77903,-0.357749,-0.166155,-0.119631,-0.0486832,-0.414504,1.10277,0.46352,0.579807,0.745843,1.65441,1.98422,0.537202,1.28724,1.20937,1.80321,6.53176,-0.187259,-0.0628234,-0.29928,-0.692416,-1.37742,-3.12779,-0.212675
115,55,Female,Christian,Divorced,No,None,2,NA,,20260909002,-8.43736,-0.711005,-7.93193,-1.71092,-9.0172,-0.16764,-0.10306,0.0751692,-0.0400499,-0.105401,1.05111,0.399203,0.52988,0.57064,1.63359,1.68955,0.366825,1.23389,1.1991,1.7257,6.65211,-0.136098,-0.0896537,-0.235941,-0.612569,-1.39646,-3.09735,-0.187856
116,25,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-8.97743,-0.690236,-8.49172,-1.6605,-9.79744,-0.440051,-0.288562,-0.0609276,-0.181205,-0.211362,1.06623,0.545107,0.640533,0.696744,2.01016,1.69765,0.399928,1.21272,1.15542,1.90317,7.30951,-0.151876,-0.104148,-0.260168,-0.711832,-1.39286,-3.15336,-0.16665
117,19,Male,Christian,Single,No,None,4,NA,,20260909002,-11.4694,-0.779342,-10.8022,-1.9505,-12.0373,-0.186885,-0.112155,-0.0301682,0.0599418,-0.129487,1.09797,0.498971,0.453962,0.893556,1.77253,1.6422,0.289736,1.15607,1.26828,1.77345,9.66318,-0.180188,-0.144252,-0.235625,-0.650741,-1.35438,-3.0923,-0.20666
118,63,Female,Muslim,Married,No,Had COVID,4,NA,,20260909002,-10.2578,-0.963354,-9.69903,-1.91024,-11.1131,-0.430325,-0.226264,0.00811448,-0.131235,-0.420492,1.06175,0.536756,0.531304,0.779706,2.12415,2.19061,0.725227,1.45138,1.39992,2.50779,8.33146,-0.176549,-0.149667,-0.266147,-0.695868,-1.41722,-3.19248,-0.199222
119,67,Female,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-9.70524,-0.963175,-9.18056,-2.04063,-10.6681,-0.21762599999999999,-0.0921178,0.122663,0.0217228,-0.0121866,1.06817,0.589023,0.58905,0.892691,2.04391,1.79969,0.594807,1.32377,1.43225,2.29367,7.79406,-0.188332,-0.12616,-0.247337,-0.647697,-1.34752,-3.07016,-0.172301
120,44,Female,No religion,Divorced,Yes,None,3,NA,,20260909002,-10.4322,-0.839205,-9.92434,-1.98815,-11.0712,-0.16684,-0.0959738,0.0691308,-0.107274,-0.164793,1.0871,0.508521,0.66192,0.928383,1.86081,1.70518,0.394497,1.26982,1.3432,2.02627,8.5717,-0.159462,-0.0436314,-0.267399,-0.671664,-1.39433,-3.12228,-0.185719
121,54,Male,Christian,Married,Yes,None,3,NA,,20260909002,-9.48887,-0.99877,-8.85997,-2.01191,-10.3539,-0.21779,-0.0404633,0.0728719,0.0826876,-0.119676,1.15168,0.593741,0.631889,0.972045,1.93628,1.74978,0.491607,1.29473,1.44449,2.15239,7.55607,-0.175487,-0.128134,-0.255437,-0.65978,-1.37503,-3.08342,-0.197203
122,37,Male,Christian,Married,Yes,Had COVID,3,NA,,20260909002,-9.1482,-0.990388,-8.54327,-2.11206,-9.92076,-0.208649,-0.105194,0.0765337,0.120597,-0.200401,1.25241,0.670817,0.617345,1.05735,1.88558,1.89301,0.646575,1.25058,1.56043,2.01164,7.2439,-0.177977,-0.147853,-0.215928,-0.651929,-1.37095,-3.07621,-0.182312
123,57,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-10.3185,-1.02585,-9.58105,-2.11146,-10.8848,-0.145899,-0.0596566,0.0511615,0.073857,-0.20035,1.30016,0.646268,0.575157,0.98291,1.8853,1.98626,0.714073,1.31307,1.28786,2.1645,8.23971,-0.154124,-0.138433,-0.265558,-0.673436,-1.40157,-3.18431,-0.21803
124,50,Female,Sikh,Divorced,Yes,Had COVID,2,NA,,20260909002,-9.67999,-0.614323,-9.22921,-1.94121,-10.4173,-0.452888,-0.415152,-0.14264,-0.0733459,-0.485479,0.944772,0.34986,0.519177,0.837295,1.62262,1.82185,0.488419,1.27907,1.45062,2.05497,8.06668,-0.186862,-0.171264,-0.260947,-0.638918,-1.39235,-3.16575,-0.196223
125,79,Female,No religion,Widowed,No,None,3,NA,,20260909002,-9.14168,-0.75657,-8.46207,-1.65821,-9.75821,-0.363877,-0.19871,-0.112523,-0.207172,-0.239089,0.865641,0.264979,0.390898,0.428709,1.47536,1.74372,0.46958,1.12132,1.02135,1.84903,7.35722,-0.196579,-0.153581,-0.2306,-0.672214,-1.39281,-3.13564,-0.217844
126,49,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-10.5213,-0.793782,-9.94746,-1.8421,-11.2924,-0.348383,-0.142134,-0.0402941,-0.115961,-0.19646,1.1188,0.59702,0.481442,0.794199,1.86921,1.95354,0.591042,1.30858,1.50367,2.18834,8.79142,-0.14077,-0.106058,-0.247468,-0.650406,-1.39792,-3.22654,-0.187804
127,41,Male,No religion,Single,Yes,Had COVID,3,2,Libertarianism,20260909002,-7.45603,-0.885252,-7.00514,-1.7675,-8.20563,-0.432028,-0.196774,0.00231224,-0.132662,-0.166214,0.999298,0.553059,0.539406,0.712118,1.65221,1.74701,0.522664,1.21816,1.18229,1.94642,5.73629,-0.167018,-0.082928,-0.230778,-0.618519,-1.35744,-3.05389,-0.196132
128,60,Male,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-11.7244,-1.00399,-11.1944,-2.17878,-12.4524,-0.246306,-0.136442,0.0521658,0.0249399,-0.271219,1.00873,0.591925,0.630745,0.990819,1.90574,1.91832,0.666765,1.31402,1.5398,2.11053,9.87025,-0.150048,-0.14075,-0.23666,-0.627014,-1.35571,-3.06425,-0.186997
129,90,Male,Christian,Married,No,None,1,NA,,20260909002,-8.51626,-0.675598,-8.01632,-1.66493,-9.25313,-0.322665,-0.104085,0.0494974,-0.0342551,-0.297007,0.841378,0.359061,0.431458,0.455502,1.70349,1.74688,0.317085,1.11316,1.09244,1.95976,6.86036,-0.16222,-0.0735449,-0.27076,-0.750474,-1.42663,-3.15611,-0.191368
130,68,Female,No religion,Divorced,No,Bereaved,4,NA,,20260909002,-11.1541,-0.921777,-10.6332,-1.96236,-11.8382,-0.142094,-0.0841288,0.075078,0.0403243,-0.165488,0.991856,0.504906,0.559726,0.75958,1.68711,1.92563,0.720467,1.36191,1.44901,2.20656,9.34531,-0.154929,-0.106164,-0.225511,-0.638672,-1.39332,-3.1025,-0.216015
131,45,Male,No religion,Married,Yes,Had COVID,3,NA,,20260909002,-10.5345,-0.743354,-9.71201,-1.69031,-11.0724,-0.461296,-0.294727,-0.15702,-0.33766,-0.231064,1.10276,0.347327,0.468143,0.766374,1.51907,1.80585,0.294266,1.09071,1.08906,1.70434,8.64976,-0.190795,-0.155516,-0.266792,-0.721908,-1.36134,-3.10389,-0.20907800000000001
132,36,Male,Christian,Married,No,None,3,NA,,20260909002,-10.3228,-0.843569,-9.809,-1.73193,-11.1099,-0.28857,-0.233061,0.00289809,-0.295464,-0.223868,1.04488,0.566722,0.617843,0.64724,1.95682,1.89472,0.488942,1.28597,1.20873,2.04766,8.49477,-0.164721,-0.0413601,-0.267058,-0.708523,-1.39462,-3.10894,-0.181435
133,65,Male,Not answered,Married,No,None,2,NA,,20260909002,-11.6445,-0.866161,-11.0038,-1.84693,-12.4163,-0.409615,-0.194251,-0.0724183,-0.11456,-0.336824,1.06127,0.50932,0.463908,0.689835,1.74661,1.89713,0.593625,1.21454,1.23965,2.25148,9.87585,-0.192922,-0.134027,-0.238616,-0.65429,-1.3906,-3.11505,-0.208845
134,20,Male,Not answered,Single,No,None,2,NA,,20260909002,-10.0387,-0.9207,-9.31668,-1.61109,-10.8469,-0.236504,0.00815279,0.00514774,-0.0612585,-0.0635272,1.23683,0.55173,0.527146,0.55176,1.78005,1.87428,0.516016,1.26781,1.1584700000000001,2.10228,8.16052,-0.216556,-0.20483,-0.23978,-0.720855,-1.3422,-3.11779,-0.224889
135,33,Female,Muslim,Separated,Yes,Bereaved,1,NA,,20260909002,-11.7913,-1.07726,-11.1134,-2.1812,-12.5665,-0.290104,-0.096887,0.0523798,0.0644718,-0.12877,1.08253,0.640114,0.501146,0.936419,1.88368,1.94324,0.648488,1.23488,1.45737,2.25323,9.8122,-0.220114,-0.133102,-0.252987,-0.658567,-1.46589,-3.11208,-0.175903
136,65,Male,Muslim,Widowed,No,Had COVID,3,5,Institutional Trust and Technocratic Governance,20260909002,-10.1281,-0.786611,-9.61446,-1.84299,-10.8413,-0.444861,-0.173164,-0.0686658,-0.0699873,-0.248929,1.06178,0.508398,0.490829,0.572105,1.758,1.70654,0.368446,1.15718,1.09951,1.71445,8.43056,-0.153986,-0.0883817,-0.22341,-0.624684,-1.35853,-3.10457,-0.203437
137,81,Female,Christian,Widowed,No,Long COVID,1,NA,,20260909002,-9.42996,-1.06683,-8.65028,-2.10384,-9.92932,0.0203316,0.0894672,0.125665,0.113448,-0.00589285,1.2387,0.542646,0.63959,1.00048,1.66766,2.00791,0.708035,1.41645,1.54174,2.1251,7.27592,-0.156973,-0.117978,-0.261476,-0.654031,-1.42746,-3.17102,-0.175566
138,61,Female,Muslim,Married,No,Had COVID,2,NA,,20260909002,-10.4919,-0.732677,-10.0117,-1.73093,-11.2234,-0.318737,-0.120648,0.046397,0.0848864,-0.395762,0.828752,0.26576,0.481868,0.567252,1.61046,1.62811,0.392669,1.15894,1.22693,1.92281,8.89638,-0.168216,-0.14915,-0.237232,-0.661981,-1.34467,-3.0864,-0.168141
